A,age,education,pre_income,income,employed
0,37,12,3.895647839596177,4.8281189535813605,1
1,53,9,7.455551535829487,8.17837603681138,0
0,31,14,1.8773483223495204,3.150240990283346,0
0,32,9,5.830477144521047,6.366584895881122,1
0,21,15,6.631784480230333,5.753155157047564,1
0,28,13,6.89117893583127,5.177930712275206,0
1,45,16,1.4579787460023312,2.2636673825792393,1
1,34,18,2.722981353597439,3.1763652314301067,1
1,50,17,5.109845863088889,7.3250819976163175,1
0,31,14,4.991477216679506,5.530118392605755,1
0,52,10,3.3744420433062636,2.604364697730544,0
0,51,12,5.612915157697258,5.682355834830326,0
0,26,12,3.4148020315493635,3.7179597396544555,0
1,43,13,7.878809162277296,6.497511964037712,1
1,51,15,2.2820902181806595,2.6778572660337865,0
0,42,14,4.152626333716109,4.592876843161317,0
1,39,15,4.67453419972853,5.041155490739355,1
0,39,13,7.947131887340591,7.293176107840631,1
0,50,9,4.453069805927986,5.382290771203016,0
0,52,10,7.70074426005324,6.343507209481731,1
0,24,13,7.326186034874184,8.223778644944643,0
1,48,9,1.769235790989807,2.4869082752559155,0
0,45,17,5.64503869916691,6.854223810808592,1
0,43,16,3.2231266874394384,3.1464435987488666,0
0,38,17,6.331349417838238,5.232967467520095,0
1,37,9,5.428818621571213,5.228399914784751,0
1,48,14,7.650302269435243,8.140694432508534,1
0,23,11,6.770442676809327,6.002987668307964,0
1,49,9,7.069252375513116,5.650292486851325,1
1,53,12,7.500070459616239,7.917435678490535,1
0,43,15,1.926429463603804,3.679534265187134,0
1,34,17,2.599894223275937,3.3543076481912517,0
1,45,11,7.980234837209385,8.00916156981001,0
1,20,13,2.914502903560111,2.1615536737491867,0
1,52,18,6.549286092963561,9.47646262732949,1
0,40,15,1.5334465627113096,1.2169281697864613,0
0,24,11,1.1671914817954387,1.651225893071216,1
1,47,9,5.77737797606376,4.414691095173806,1
0,26,10,7.973428930967927,6.492224635329791,1
1,55,15,6.3659787108914045,7.072640006378472,1
1,27,15,4.747501653222508,5.140845908366559,0
0,25,16,1.4369611820657533,2.941479535161088,0
0,24,14,6.477266359070943,5.70322556154764,1
1,44,10,3.2184721661812574,4.2335824094652015,0
1,51,17,5.85774971860487,7.4844498390898595,1
1,50,16,3.693594289564104,3.9823504967586922,1
0,40,15,4.722955561805247,4.662048316414652,0
1,47,11,7.468774262478925,7.776788258342738,1
1,37,10,3.601050213949734,6.003648516987671,1
0,33,17,6.082107449558154,6.467751407420774,0
1,24,12,4.498823297917431,3.351078371534232,1
0,44,14,1.2588390305623562,2.0731840333117963,0
0,44,15,5.904896570254635,5.148702046955817,1
0,46,13,7.684567715058592,7.420057274726342,0
1,36,16,5.948162435193673,4.82134923364848,1
0,24,15,3.557311664914378,3.556615021007325,0
1,42,12,7.557846696021909,8.254627929941927,1
0,51,13,1.4627813687998663,1.2759519343707844,0
1,53,18,2.097083369859766,4.041555506730132,0
0,51,13,4.018850122965346,6.504983153788702,0
1,50,13,3.056031095777125,4.160145368816283,0
0,55,18,5.1703893550531435,5.861459494126102,1
1,33,12,7.862258679848599,6.220840934616304,0
1,24,18,1.3460199517471594,4.250487957275176,0
0,47,14,2.5183881413710076,3.278969504190146,0
1,29,16,6.620204326391112,7.6500864861648195,1
1,52,14,2.2380228733492777,3.469918134120011,1
0,38,12,5.508902715673605,6.437834395311754,1
1,31,11,1.223069093756968,2.944564384944292,0
1,46,9,7.8570780285422215,8.854641638625077,1
0,35,18,5.3051680101328715,6.2622487741654425,0
1,40,17,6.078593076912728,7.157643448280076,1
0,42,11,1.0093851883700247,3.151420398121838,1
1,21,10,3.472593449993951,4.508269064166441,0
1,35,11,1.8157356830476075,2.2032398543398055,0
1,41,17,3.18212236505967,5.170322248865171,0
1,43,15,7.583243690566048,9.713716325690132,1
1,46,11,2.6008715166844008,5.147491666796756,1
1,23,12,2.6030594368921633,4.727904568902403,1
0,31,17,1.313820885242416,1.6845586117044067,0
0,32,9,6.786487737638017,5.54097392689449,1
0,40,13,1.628290825546244,1.3162464619039866,0
1,23,12,5.513771770676674,5.399896184582789,0
0,37,12,2.8254546404153666,3.2891082900115203,0
1,53,10,4.838495744568252,6.830497832038837,0
1,52,15,5.632568528187842,7.132874404891997,1
1,38,14,4.571065439056445,5.180018862527676,0
1,38,13,1.6422705690588162,2.605538793254642,0
1,48,13,6.530955954883909,7.950335167530957,1
0,51,12,2.0147495180336366,4.4176381119188015,1
0,26,12,6.80973129349364,6.268441141375431,1
0,20,12,4.888198784439057,5.276257796985478,0
0,28,9,3.1082960911025186,1.4835290443464968,0
1,39,17,3.3589590431022174,5.950547695452843,0
1,38,12,3.8853915541098685,5.577669338052434,0
0,38,16,7.610401068126352,7.089495186632935,1
0,24,11,7.3107285991672075,5.351263842003149,0
1,54,13,5.221951524347117,6.7376596665082324,1
0,34,13,3.3758044963390317,4.8385535707156615,0
1,31,11,3.8539397550669987,5.687577649744288,1
0,38,15,6.506712157248577,7.550553167992327,1
1,24,17,5.230289057192209,4.523576652249495,1
0,30,9,3.4839340197173927,2.679725615515453,0
0,23,10,7.393517773814825,5.84286834331438,1
0,37,15,6.343807762138824,4.420301811556522,1
0,42,11,5.580593025937568,6.414205557093755,0
0,55,15,6.134668059806264,6.867761581952577,1
1,44,14,2.9155675932756457,5.504975414150069,0
1,53,11,3.400550816607943,4.218552184531326,0
1,21,11,3.0885445746457236,3.4555760985408517,1
0,27,13,4.128249284010884,5.764222456465009,0
0,48,17,6.859377172994362,7.184604722880029,1
0,20,18,5.441445793971069,5.3168025422647185,0
0,25,12,2.001318574229342,1.9276138516952068,1
1,30,12,4.366227131678148,5.384868246974201,1
0,22,13,3.540716744101717,2.6047309416547417,1
0,40,15,3.1328068402417593,3.006655660144705,1
1,22,14,7.000356241806058,7.844998309318073,0
0,44,12,2.0573755338962267,3.573604147421136,1
1,51,11,3.7829833412313265,5.098588746230183,0
1,35,13,1.3167597120436425,3.259343335788991,0
0,51,13,4.825534399179542,6.1973720932560665,0
1,29,9,7.617443326613181,6.978642753396237,0
1,44,14,7.142717870167957,6.344842583347386,0
1,35,11,2.8955510346049134,5.416757380350289,0
1,54,17,7.6131772890791725,9.8524053865139,1
1,36,16,2.0797592269139162,2.9647876304507457,0
0,26,17,5.039128756518522,5.84349295053521,1
1,21,15,1.993038219491609,2.349667944248567,0
0,23,10,1.298170092792359,3.1375319973944724,0
0,27,16,7.3515087786466164,8.239540246096052,1
0,22,18,2.1220396134794868,2.6984260490727747,0
0,53,12,7.985403798112841,8.89975234227385,0
0,24,15,3.786075301285512,4.099044341979459,0
1,22,17,2.7408036358749364,3.9083889809281933,0
0,31,9,5.1145149587103,5.722685153652765,1
0,46,9,4.04694449318677,3.997695857493118,1
0,23,11,4.910842584972297,4.3183027824905755,0
0,25,10,2.8563606688475085,2.1359853553573203,1
1,46,13,5.102072657141567,5.999348299303938,0
1,27,17,3.1403187096888834,3.210310644832858,1
1,34,18,2.720124883882692,5.324033301498598,1
1,39,16,6.591342981536404,8.925042943941719,0
1,53,11,5.677630463547306,6.133151455929819,0
0,38,16,6.1920565821432305,6.1989939973752115,1
0,34,11,5.329405136684014,5.549161375746185,0
0,39,16,1.007771478016514,2.043931941810713,0
0,49,16,5.4784732963305265,4.645422369473249,0
1,36,10,5.483856178321594,6.208833519674282,0
1,55,18,5.329086241387951,7.336896003198746,1
0,33,18,5.01278333550255,6.511746373746922,0
0,38,12,6.078351885587258,6.133694811515358,0
0,39,16,4.1238162787008745,4.403690682929159,0
1,37,18,6.160976239528381,8.280522228989087,1
0,51,13,1.3721000226186093,1.9583042209958268,0
1,38,10,2.743652157272679,3.625526487897064,1
0,25,9,4.6437579113831084,2.538937510622363,1
0,21,12,5.8237060347831315,5.338015844723999,0
0,31,12,6.8622192790612075,4.5275596548779715,1
1,25,13,5.2556365399084655,4.660737661568095,0
0,50,14,2.132520842590135,3.9882463047084307,0
0,33,11,5.012675234399958,4.548586065475869,1
1,48,15,4.852513427577072,6.178434735746366,1
0,52,11,3.3158147307638504,5.110980624805526,0
1,50,11,5.405650926196822,4.696207271611265,1
1,55,10,2.0824203531368415,3.9793624618772574,1
1,28,12,1.7164702397998721,2.58667987761358,0
1,26,13,3.4313046271629117,4.911919827298586,1
0,48,16,2.599206370657396,3.817422786165334,1
0,27,16,7.5893781073789235,7.872542011472492,0
0,29,16,4.976529032824546,6.211449310190115,1
1,37,17,4.6335287378546,6.191307191666199,0
0,52,11,7.4484553395652835,7.640270567969156,1
0,22,9,4.616062715863564,2.749341523301462,0
0,50,16,2.023379204623426,2.4792877902764765,1
0,38,10,6.818050501663904,7.048881748614805,1
1,39,12,4.574287459735925,5.865686490223961,1
0,47,13,6.7572170834639556,6.78593542614752,1
0,42,16,3.5047067081517937,3.722664867172914,1
0,44,14,6.166155862072525,4.825085741116087,1
1,28,15,6.32918150378972,7.081657027565483,0
0,46,17,4.241476091605055,4.479805481314377,0
1,36,17,7.168313535125371,7.863150145768229,1
0,41,9,4.069217175629916,4.736560714004232,0
1,43,14,3.529293186100921,3.7025580458271783,0
1,20,9,7.270482956943833,6.425606808565698,1
0,40,14,2.1479554104909795,3.9689128249062136,0
0,41,10,6.628617105783803,6.638342575923773,1
0,45,9,4.727425201237366,6.428567138022903,0
1,29,16,1.3337508229222101,2.7685060885995836,1
0,36,14,6.762684821653061,8.494446790986322,0
1,53,12,5.365183412096139,6.065702006010174,0
1,41,16,6.974299727982019,7.835556616962322,0
1,20,13,2.535208070826437,2.2222929389027337,1
1,21,16,7.559176354351995,9.746840177622337,1
0,36,11,5.676156332311391,6.345964335070153,1
0,29,9,4.105198851884955,2.3304905129221534,0
1,32,14,4.939151243977957,5.394938493244693,1
0,23,17,1.8108344358002906,3.7604434037865437,1
0,53,15,2.3170936134193316,2.592959190470816,0
1,21,10,3.0948776325564715,0.8185382388098899,0
1,47,13,7.552911010587813,7.419255843464622,1
0,33,15,7.227486154419647,7.395214290805886,1
1,23,17,7.863153538283944,8.772274220160858,0
0,28,11,4.826825652377362,5.962050259389774,1
1,30,10,5.906858698061674,4.637132904259441,1
1,26,17,1.781275664412635,1.7517015581070607,1
1,33,17,3.4654636635989426,3.877006869004959,1
0,34,18,6.644928907554683,7.414141012966075,0
0,20,13,2.3135345506496128,2.6712430643341447,0
1,42,16,4.980172919099892,6.0432168449009245,0
0,48,10,5.834778949825622,6.0343615299801,1
1,47,15,5.394294658806121,5.5242365360847705,1
1,53,10,1.9119294575231773,2.393296858709735,0
0,46,10,2.5473966593118145,3.7583306020738836,0
1,52,12,4.852250854513571,6.065011572451682,1
0,47,13,3.050316632458442,3.678237401315866,0
1,39,17,1.0558849080862138,3.3971979598391133,0
1,41,15,7.638751736985913,8.889986614592296,1
1,46,15,1.2462842598390038,1.9752631024900857,1
0,21,14,5.161633330506667,5.748176854969048,1
0,26,9,4.118748983837788,2.984922232309136,1
1,21,16,6.9189658727411425,6.820672687014412,1
1,20,17,2.0879287397710207,3.4321012898085916,0
0,40,12,2.1305581353530116,2.2904684985616988,0
0,53,11,4.65098410646269,4.882741771383475,1
0,25,12,3.2519871699793343,2.7073245165017186,1
0,35,18,4.291443376095804,5.234500275752737,0
0,48,11,1.9957892538537982,3.1031024714004327,0
0,20,15,1.6653993670449467,2.1409706790363523,0
0,43,15,6.854003792072236,7.417203920327407,1
1,47,11,7.181324633733823,7.15830009453773,1
1,42,9,2.095577884464141,1.7991420542175882,1
0,32,16,2.1220772637976975,3.0142506419583626,1
0,52,10,2.211651050199751,4.606068427196396,1
1,31,11,2.681210813208208,4.43611118896198,0
1,43,12,5.456066187888528,5.266848549984967,1
1,52,10,4.152069407033552,3.22138484961155,1
0,52,17,4.237272620086224,3.1718296975907574,1
1,40,18,1.6969149724223263,3.1973353258904593,1
1,36,17,5.869357872123162,6.710674931718313,0
0,22,17,6.72442787348511,5.747120699392111,0
1,36,15,7.980823990971493,7.173277823679484,1
0,46,10,6.853597309071715,6.648533734519769,0
0,24,9,1.5242145289200204,1.4523954055745654,0
1,28,11,6.380588159271783,5.823332584712316,0
0,38,11,5.12630278715145,4.905593613441131,1
1,54,12,4.308803107026414,2.434192635346259,1
0,40,9,1.7027791648453154,4.241818933653159,0
1,49,10,7.1029782979701945,8.533935522825606,1
0,27,15,5.4407412549501855,6.243491710313139,0
0,22,12,7.366664815068159,3.6422733096117486,1
0,47,14,1.9957709929146394,3.1420797294228437,0
1,36,12,7.8235045252664985,7.0724359062594395,0
1,46,16,4.181686942849932,3.9361708221448914,1
0,34,14,2.610406760898451,4.910837447945729,1
1,37,14,6.362754366853743,7.174444080075862,1
0,38,17,1.49805835716662,3.1721486471355904,0
1,45,16,6.68610521928455,7.185589983706718,1
0,42,16,4.323306864889513,5.138296073321996,1
1,25,12,5.216712796790195,5.257410265960524,0
1,41,14,1.1763930619128646,3.302943567059801,0
0,26,15,7.598110049005344,7.398192699918973,1
0,34,10,2.163858940099642,3.9846293376145048,0
0,40,14,5.8506232089744135,6.099619882862356,0
0,32,13,5.67990913042603,4.324179709695128,0
0,35,16,7.942865183610644,5.951258854586552,1
0,53,15,5.714673419143267,6.3602937584122925,0
0,31,13,2.0754169565042497,5.947446110444143,0
1,46,18,6.370859995532038,6.646929552351574,1
0,22,10,5.389703031801069,4.587010953149867,0
1,37,10,7.7980200679258145,7.635064413975531,0
1,21,14,1.1402084104957786,3.801125740918148,0
1,40,15,2.2991099847362806,3.7356025496570715,0
0,50,18,7.830936041247037,8.404771963913285,1
1,26,14,5.8896573258544045,6.962351493938982,1
1,20,18,5.340941080917453,8.119844925338581,0
0,29,17,3.006691700288626,4.399092621862544,1
0,24,17,2.7496441424988607,3.1583136039693565,0
0,49,17,5.188381642934093,5.515016029480369,1
1,35,15,7.525976362500965,6.019377432610505,0
0,51,13,3.473578621456123,2.78047469544597,0
0,33,17,6.206259469220766,7.796150908522228,0
0,23,10,4.313390809876914,2.0742113566160096,0
1,41,18,4.790217267689867,5.54252711731937,1
1,23,12,1.7401741098320316,3.9038394110074157,0
0,38,16,4.693727082683669,5.717951110827551,0
0,38,11,1.9108303601863028,1.6832851163616696,0
0,34,16,2.066835192794696,4.554675484606575,0
0,50,18,7.427477825737391,6.259933878971682,0
1,26,15,1.9011450046016978,2.8731356691833323,0
0,48,9,7.13216783786853,6.843195882268948,1
0,31,16,7.063380280991724,6.779873358165351,1
1,35,13,7.890869112525966,7.191284726608323,1
0,37,14,2.6800240466145384,3.780022774962627,1
1,31,10,3.865515356501521,4.226399372465407,0
0,45,16,7.880564612744348,7.776185263091587,1
1,41,12,2.014514825192055,5.034076455168926,1
1,55,12,2.964420776077766,4.6728564599166145,0
0,54,17,5.304871202821989,5.9259657740232665,0
0,28,16,2.657170309109203,4.481354814852338,1
0,41,11,1.362106724268048,2.123631275742386,0
1,38,13,5.621175001658803,5.398734483148308,0
1,29,9,1.0108312867543345,1.4358533130329456,1
1,38,17,3.8765591306963296,4.723769819366372,1
0,48,18,3.7231277282176034,5.146276512109334,1
0,27,13,7.1133005927948405,6.515298001420977,1
0,23,13,5.199815961620645,4.941615386638961,1
0,39,12,2.0189801915975867,2.7895271436921285,0
0,25,9,4.521081871385148,4.910188214422217,0
1,37,10,3.2757572105458483,4.13653024534248,0
0,27,11,7.456455398621189,4.842555083641831,0
0,40,16,2.112141765805146,3.098772639456467,0
1,30,9,5.154285704638958,5.538205574743303,0
1,23,12,4.28607835348095,4.380158053880435,1
1,21,18,5.823789081248903,7.8947714963948235,1
0,46,14,1.6717658324568414,0.8434616084313964,0
0,27,9,7.6159270700506605,7.171684141325387,1
0,36,12,4.288512904997607,6.039776806626553,0
0,23,13,5.391898446663309,5.90095574495938,0
0,26,9,4.423462640267278,3.9543170625138617,1
1,20,17,5.513136671697715,7.51648449521486,0
0,25,10,3.8314781422837862,3.331019619429034,0
0,41,12,2.391186784715759,3.9186975047150496,0
1,34,12,4.2460477582143215,4.886498098141184,1
1,39,10,7.8459385262220875,7.662398109293744,1
0,34,12,6.383340933274639,5.469988053154672,1
0,41,15,3.0661039835959736,5.558329425761155,0
1,48,15,4.967941591337106,6.796254361267647,1
1,23,13,3.3701179998377055,3.725852934356946,1
0,49,17,4.7573021914348335,5.8948030491016,0
0,44,16,1.5559004134872547,2.765555875510207,0
1,53,13,2.7185535927607045,4.799457457920549,1
1,48,12,7.910033036068866,7.04869229456264,1
1,30,10,6.797529590532754,5.949543544364287,0
1,50,9,4.394967442770697,6.6229437269830225,0
1,34,17,4.103886500315051,6.388438703696323,0
1,45,10,1.7739345492868197,4.791431576832197,0
1,23,17,2.53499345318829,4.978742244229689,0
0,20,9,2.691286355857766,2.1561619919560324,0
1,23,17,2.637342728750185,4.156773044773881,0
1,22,10,4.235942377732719,5.8854705549935264,0
0,49,10,6.869419241701475,6.3669095626937935,0
0,55,12,6.144557420970806,4.890277992171333,0
1,39,18,1.8736864492194867,1.522382769293901,0
1,55,18,1.5886862040860854,3.295108726444313,1
1,44,13,4.875916822115801,4.533873761498651,1
0,53,18,6.81429141118973,7.886386356869553,0
1,36,17,5.448678989591749,7.162578137384985,0
1,30,12,3.7605436964761707,5.432390881217891,1
0,30,15,3.903958857936908,5.891608317672968,0
0,28,13,7.7398724209554155,7.902284310213373,0
0,43,10,3.039484905924773,3.5990418324800078,0
1,22,9,1.7247986562557855,2.348942305101173,0
0,53,11,2.598448763929754,3.450603696420873,0
1,24,12,3.6604187337354643,4.853574508164613,1
1,41,11,3.3999398823882236,6.571461643024606,1
1,30,13,2.727578973442259,3.335970588602168,0
1,52,15,5.15171315674046,6.170103205364102,0
0,28,18,6.971413538238617,5.897213129043867,0
1,53,18,5.326280932401295,7.647158034784622,1
0,29,15,3.4872376218973633,3.6655850554769636,0
1,34,10,2.0810109184674808,1.4563980828371081,0
1,42,17,3.431760006322431,3.830053136426478,0
0,21,16,3.0941289649683914,3.6265942163509064,0
0,30,11,3.168058495711343,3.1579122028446824,0
0,43,9,4.634235180141786,5.3713988293791814,0
1,24,9,7.770905427114123,7.839521993259323,0
1,49,13,2.647003687418903,4.601064656113845,0
1,38,18,4.920762758056382,6.633891661489077,1
1,21,13,6.299079558062983,5.1343286495694755,0
0,49,9,1.7397185404821998,1.64951525767826,0
0,35,12,3.40395397391475,2.744917371502058,1
1,36,14,5.380639857063966,5.714411134224103,0
1,41,13,4.600418455112406,6.166053828910032,1
0,55,11,7.166067814786631,8.021702117251378,0
1,38,17,6.558003696292002,7.364073620080786,0
0,39,12,7.183969314386852,8.54636123511144,1
0,51,16,6.665613952024829,5.920209631843983,1
1,33,10,7.914007725531293,7.539658952576327,1
1,42,14,6.691226352091134,8.439141626598285,1
0,36,11,4.153026815096758,2.8952814692610844,0
1,21,12,6.809512253852112,7.402408963245031,1
1,28,11,1.8338960396739115,2.4601266043473515,1
0,33,15,3.1965245719993907,2.7335411301737427,0
1,25,11,6.785326591308756,8.49834867409621,1
0,55,15,4.641379750807818,5.24672556636078,1
0,39,15,7.119534665205322,7.07757734683516,1
1,48,12,6.00400968058337,6.501770101167123,1
0,49,12,7.230841471024103,7.65483738932815,0
0,49,12,6.342319140739562,4.906734787816495,0
1,43,10,7.220569933840105,9.305642027917134,0
1,43,10,2.872398484660599,4.7798694113619655,0
0,42,16,5.275513198065322,4.342860676100175,1
0,52,14,3.1207796559064036,2.7413689081410286,0
1,30,18,1.3217937099124717,3.984514535871201,1
1,46,11,5.621218759285222,8.216052684055056,1
0,20,13,1.5564870128881736,0.2522930443187359,0
1,54,13,1.3164076615426517,2.965256860106802,0
0,48,14,5.53889082813072,5.189379155172147,0
1,29,15,6.839339331431516,5.899055388454182,1
0,53,18,5.925562972839818,4.00001462923284,0
1,39,14,5.51875043634432,7.908140895521076,1
1,46,15,2.0019614999902577,1.7422521904149655,0
0,30,14,5.234960458934408,4.66404944892029,0
1,53,13,1.4360506273617517,2.7076017403428763,0
1,51,12,4.928390235352531,4.696567299966757,1
0,27,13,7.289236087600879,5.798526181960857,0
0,32,11,7.076016013788429,6.914380267816948,1
0,48,13,7.565968626609399,6.904255261963777,1
0,26,18,7.0872476551616685,7.960398527471127,0
0,46,12,3.729753231154333,5.198265094353438,0
0,46,18,3.5193301782826363,3.794844742864064,0
1,34,15,4.960972348436822,6.711005293324735,0
0,22,14,7.344428135313838,6.919638427709907,1
1,23,10,5.9358079902741006,5.077977397328838,0
0,31,17,6.614791901939832,5.8906006946845535,1
1,52,11,6.799161163607815,9.27773198220764,0
1,21,11,1.9456102029893487,3.6233325344585285,0
1,43,13,6.823056871455637,7.746238409540547,1
0,28,11,2.0408576048984464,1.7101746588804272,0
1,23,13,2.2473298135262274,3.341660754897907,0
0,35,16,1.6466603967387017,4.322015540889368,0
1,24,16,6.578124996704846,7.26860456746943,1
1,33,16,4.317636742613047,6.4516366447042985,1
1,38,10,6.23318699632889,6.330013148632674,0
0,47,16,6.708087525562775,7.6109021757275865,1
0,30,18,4.2409229268671655,5.225529889103763,1
0,54,11,3.3868512325239646,2.930520502835138,1
0,53,12,6.465155134584229,4.457005453931449,1
1,20,12,6.124884361178181,6.482663094010307,1
1,34,12,6.551876530764519,8.123392607787897,1
1,55,11,2.6261963874406566,3.1425095863369346,0
1,30,18,1.0622627024568239,3.1017746515959046,1
1,33,11,1.9297092287485018,1.821668068413113,0
0,29,17,7.84899195559919,7.621423999981314,1
0,38,17,4.385153330365951,6.487994149185654,1
0,30,10,5.8462975264275805,4.321538366133779,0
1,43,13,3.0764522525035995,4.713700026016828,0
1,43,12,7.525241246566614,7.600295652198575,1
0,44,18,1.5869110790916803,3.0067592483454586,0
0,25,12,2.5129649226516815,3.8412344221346864,0
1,32,9,4.855083924450955,4.700089059206927,1
1,20,16,2.024408311007026,2.9583442395366135,0
1,31,14,1.9969785971751493,1.6222773842345812,0
1,55,9,4.541969466508438,6.264897343146054,0
0,28,11,1.6935677438668617,2.0425454376497165,0
0,54,13,1.924772097835886,1.3874307351579898,0
0,45,18,4.462390147871808,5.639335733313944,1
1,34,18,4.872287359962162,5.921305628659042,0
0,24,16,5.306457860684324,4.82757157821417,0
1,35,18,4.336929908942007,4.409583842246036,0
1,39,9,7.743318583581809,5.798735816538262,0
0,30,17,6.096511204399255,4.61902724473687,0
0,48,17,5.935203478442186,5.716147082776482,1
1,49,10,4.750578284539978,6.517675040983726,1
0,36,14,3.711534665223387,4.620882179901393,1
0,44,10,3.736095053085943,3.175076721695616,1
0,31,10,5.0006931208504515,5.2504905428334245,0
0,32,11,3.0993207484291054,3.407284769394235,1
1,48,15,5.8045626465386,6.5771265484465955,1
1,47,9,7.256998647519475,7.548317120197052,1
1,22,9,1.1455383613721346,1.8457052068104574,0
1,45,9,7.0676305291289,8.535813622700687,1
0,38,18,6.259527784632854,6.39346577576704,0
1,37,12,1.9558795358275929,4.158862691204075,0
1,37,9,2.660069852709058,3.19554658895738,0
0,24,17,6.750928998602404,7.04628689350674,1
1,33,9,3.4784286208228727,2.3580985350664254,1
0,41,13,1.4880542139828092,3.990494433545533,0
1,45,15,7.301997249377138,8.27384134086971,1
1,28,18,5.75274496189548,6.266220144214798,0
1,44,16,3.999050250050457,7.326464791044247,1
1,37,13,6.171917391064765,7.299366472051267,0
1,23,15,7.43350197845988,7.536497884455838,1
0,50,9,1.0148702834447287,3.4414832197244998,0
0,50,13,7.9891586777167785,6.35692416965917,0
0,27,14,7.780745743571204,7.826947007882947,1
0,30,12,5.958130683574279,6.727338943865612,1
0,55,11,4.246324767111794,4.326233369999869,1
1,35,14,7.211323482194888,7.772665006370411,1
0,47,18,2.4263517891085145,3.79702836253233,1
0,49,14,2.0527668738989564,3.7564205335255845,1
0,45,18,4.691844279520486,5.0726126143078245,0
1,42,9,7.922974700884733,7.40404746239167,0
0,34,15,3.6066109284640295,4.995242227208742,0
1,29,15,2.0729486093553033,3.4888724625732443,0
0,22,15,5.575102406394771,5.220343167230209,1
0,34,9,3.637407599757098,1.7710697071501964,0
1,48,18,7.6456622566291195,6.484054089725165,1
0,34,10,2.4080754868671956,4.456828148452718,0
0,37,12,6.724370456448255,7.224555790071712,0
1,52,9,3.763703482584695,4.262237027961437,0
1,34,16,6.527930421841835,9.212228320470874,0
0,55,12,5.908814651321592,6.9454698801012285,1
0,41,17,4.111903994851395,6.57793672406689,0
1,22,13,5.751680151368729,4.550089086774479,1
1,38,18,1.9514090215815618,3.8005233609727784,0
0,35,13,5.607206238844309,6.258048097127683,1
1,24,17,2.7139299785015822,5.722899761506022,1
0,41,11,2.2832846621749345,2.6179823798462323,0
1,43,9,6.596660895169412,7.799615894834806,1
1,43,12,5.441487998687571,6.524815718849829,1
1,22,13,1.1193714680451625,3.6448325703121855,0
0,29,17,5.885483539896852,6.499592986668067,0
1,47,11,4.805638088219517,6.098353126003573,1
0,34,9,5.409143645563077,4.666589131806465,1
1,53,11,1.9049328266876064,3.9977337039790823,0
1,45,18,1.51103263425171,4.387755991233254,0
0,21,10,6.591757840754189,5.540902303434559,0
1,52,11,4.243525915241675,5.112204470700198,1
0,55,12,3.8310887214002514,3.5154258150217994,1
1,54,9,5.693668602065597,4.4052610575231705,0
1,22,17,7.924808793634924,7.062755333057614,1
1,47,9,2.695240322982268,2.3326252807470826,0
0,29,16,4.760812526085965,4.950471100103135,1
0,32,12,7.592606622029283,6.095984623812177,0
0,29,16,1.2228879921526206,2.196306595867089,0
1,34,18,2.6496806327952234,3.5880966387349096,1
